customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4228-ZGYUW,Male,0,No,No,4,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",90.05,368.1,Yes
3519-ZKXGG,Female,0,Yes,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.85,256.6,Yes
5108-ADXWO,Male,0,No,No,11,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",73.5,791.75,Yes
6715-OFDBP,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",70.05,346.4,Yes
1567-DSCIC,Male,0,No,No,8,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",94,773.65,Yes
5442-UTCVD,Male,0,No,Yes,3,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,No,"Electronic check",91.85,257.05,Yes
9019-QVLZD,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",79.55,79.55,Yes
1455-ESIQH,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.1,89.1,Yes
7130-VTEWQ,Female,1,No,No,8,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.75,606.25,Yes
7903-CMPEY,Male,1,Yes,No,1,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",80.3,80.3,Yes
6996-KNSML,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",74.9,74.9,Yes
1704-NRWYE,Female,1,No,No,9,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.85,751.65,Yes
8642-GVWRF,Female,0,Yes,No,2,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",79.7,165,Yes
8417-FMLZI,Male,0,Yes,Yes,6,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",83.55,477.55,Yes
0515-YPMCW,Male,0,No,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.45,70.45,Yes
9837-BMCLM,Male,0,No,No,3,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",78.5,242.05,Yes
6161-UUUTA,Male,1,No,No,3,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.9,260.9,Yes
1455-UGQVH,Male,0,Yes,No,10,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",98.5,1037.75,Yes
3178-FESZO,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",100.25,100.25,Yes
4806-KEXQR,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.9,324.3,Yes
6711-FLDFB,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.9,541.15,Yes
4702-IOQDC,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.1,70.1,Yes
2013-SGDXK,Female,0,No,No,1,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,No,"Electronic check",84.3,84.3,Yes
2012-NWRPA,Female,1,Yes,No,11,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.55,1131.2,Yes
8808-ELEHO,Male,1,No,No,8,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",81.25,585.95,Yes
4910-AQFFX,Male,0,Yes,Yes,9,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",79.35,661.25,Yes
0378-TOVMS,Female,0,No,No,3,Yes,No,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,No,"Electronic check",85.8,272.2,Yes
0318-QUUOB,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.55,80.55,Yes
4547-KQRTM,Female,0,No,No,10,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",80.05,830.7,Yes
1069-XAIEM,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.05,85.05,Yes
3440-JPSCL,Female,0,No,No,6,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",99.95,547.65,Yes
4290-BSXUX,Male,0,Yes,No,3,Yes,Yes,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",79.65,251.75,Yes
0325-XBFAC,Male,0,No,No,8,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.7,740.3,Yes
2462-XIIJB,Male,0,No,No,5,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",92.5,452.7,Yes
7817-BOQPW,Female,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.55,166.3,Yes
0722-TROQR,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.9,321.75,Yes
7571-YXDAD,Female,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",74.9,147.15,Yes
8443-WVPSS,Male,0,Yes,No,10,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",99.85,990.9,Yes
3006-XIMLN,Female,0,No,Yes,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",94.2,193.8,Yes
9965-YOKZB,Male,1,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",83.85,790.15,Yes
4274-OWWYO,Male,0,No,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.35,74.35,Yes
2369-UAPKZ,Male,0,No,No,5,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,No,"Mailed check",104.1,541.9,Yes
0637-KVDLV,Male,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",76.5,162.45,Yes
5729-KLZAR,Female,0,Yes,Yes,4,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",80.85,302.75,Yes
8740-CRYFY,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",78.95,78.95,Yes
1678-FYZOW,Female,0,No,No,3,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.4,244.65,Yes
0511-JTEOY,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",71.1,71.1,Yes
9300-AGZNL,Male,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94,94,Yes
3389-YGYAI,Female,1,No,No,8,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.5,829.55,Yes
3070-DVEYC,Male,1,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",73.75,545.15,Yes
5380-AFSSK,Female,0,No,No,5,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",93.9,486.85,Yes
2055-PDADH,Female,1,No,No,3,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.4,204.7,Yes
3721-CNEYS,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.95,137.95,Yes
5923-GXUOC,Male,0,No,No,10,Yes,No,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",104.4,1081.45,Yes
1565-RHDJD,Female,0,No,Yes,4,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",84.05,333.55,Yes
3765-JXVKY,Female,0,No,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.7,74.7,Yes
7330-WZLNC,Female,0,No,No,5,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",90.8,455.5,Yes
2612-RRIDN,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",81,340.85,Yes
6892-EZDTG,Female,0,Yes,No,4,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",91.65,365.4,Yes
9725-SCPZG,Male,0,No,Yes,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",90.85,90.85,Yes
3217-FZDMN,Female,1,No,No,8,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",94.45,742.95,Yes
7912-SYRQT,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.1,552.95,Yes
1867-BDVFH,Male,0,Yes,Yes,11,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.35,834.2,Yes
6653-CBBOM,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.3,70.3,Yes
3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",85.55,851.75,Yes
6101-IMRMM,Male,0,No,Yes,6,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Mailed check",94.5,575.45,Yes
8943-URTMR,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",79.65,152.7,Yes
4713-LZDRV,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.6,195.05,Yes
1602-IJQQE,Female,0,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",75.35,338.1,Yes
6502-HCJTI,Male,1,Yes,No,7,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",94.7,673.1,Yes
8258-GSTJK,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",77,237.75,Yes
9940-RHLFB,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",75.3,75.3,Yes
4759-TRPLW,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.4,70.4,Yes
2982-VPSGI,Female,0,Yes,No,11,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94,1078.9,Yes
6000-APYLU,Male,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",80.8,713.1,Yes
0947-IDHRQ,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",80.3,526.7,Yes
8382-SHQEH,Female,0,Yes,No,8,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.9,764.95,Yes
2983-ZANRP,Female,0,Yes,Yes,2,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",73.55,145.4,Yes
0302-JOIVN,Female,0,Yes,No,8,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",101.15,842.9,Yes
1981-INRFU,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.75,164.5,Yes
8780-IXSTS,Female,0,No,No,6,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",90.1,521.3,Yes
0345-HKJVM,Female,0,No,No,6,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",89.3,577.6,Yes
3049-SOLAY,Female,0,Yes,No,3,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.2,292.85,Yes
3235-ETOOB,Male,0,Yes,No,8,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.5,609.9,Yes
8058-INTPH,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.65,79.65,Yes
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",80.05,80.05,Yes
5747-PMBSQ,Male,1,Yes,No,10,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Mailed check",92.5,934.1,Yes
2982-IHMFT,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",74.45,74.45,Yes
4919-IKATY,Male,0,Yes,Yes,5,Yes,Yes,"Fiber optic",Yes,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",84.5,453.75,Yes
6168-WFVVF,Female,1,No,No,3,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.3,235.5,Yes
8065-YKXKD,Female,0,No,No,10,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.75,799.65,Yes
9689-PTNPG,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.25,144.55,Yes
5376-DEQCP,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.6,70.6,Yes
9095-HFAFX,Female,0,No,No,5,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",81,389.6,Yes
2379-ENZGV,Male,0,No,No,6,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",84.85,523.5,Yes
7394-FKDNK,Female,0,Yes,No,9,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",89.45,853.1,Yes
6331-LWDTQ,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",72.15,794.25,Yes
1597-FZREH,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,"Electronic check",76.4,160.8,Yes
0727-IWKVK,Male,0,Yes,No,9,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",79.9,741.7,Yes
7503-ZGUZJ,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",84.65,84.65,Yes
6437-UKHMV,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.7,586.05,Yes
6060-DRTNL,Female,1,No,No,5,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Mailed check",84.85,415.55,Yes
8473-VUVJN,Male,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",73.65,73.65,Yes
0196-VULGZ,Female,1,Yes,No,6,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.35,474.9,Yes
8837-VVWLQ,Female,0,No,No,8,Yes,No,"Fiber optic",Yes,No,No,No,Yes,No,Month-to-month,No,"Electronic check",84.95,668.4,Yes
2696-NARTR,Male,0,No,No,11,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",73.85,926.25,Yes
2619-WFQWU,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.15,70.15,Yes
4614-NUVZD,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",81.1,81.1,Yes
9611-CTWIH,Female,0,No,No,3,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.45,240.45,Yes
0329-GTIAJ,Female,0,No,No,3,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",97.9,315.3,Yes
0013-EXCHZ,Female,1,Yes,No,3,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Mailed check",83.9,267.4,Yes
6330-JKLPC,Male,0,Yes,No,11,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",80.5,896.9,Yes
7228-OMTPN,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",88.45,370.65,Yes
2344-JMOGN,Male,0,Yes,No,9,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Mailed check",94.85,890.6,Yes
1320-HTRDR,Female,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.5,220.6,Yes
6424-ELEYH,Female,0,Yes,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",74.75,229.5,Yes
5393-RXQSZ,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",79.6,79.6,Yes
0231-LXVAP,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",75.9,75.9,Yes
9444-JTXHZ,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",76.2,76.2,Yes
7638-QVMVY,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79,522.95,Yes
3244-DCJWY,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.25,70.25,Yes
0875-CABNR,Female,1,No,No,10,Yes,No,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",84.6,865.55,Yes
5229-PRWKT,Male,0,No,No,8,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",86.55,649.65,Yes
4369-HTUIF,Male,1,No,No,6,Yes,No,"Fiber optic",Yes,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",85.15,503.6,Yes
5196-SGOAK,Female,0,No,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",75.7,75.7,Yes
6108-OQZDQ,Female,0,Yes,Yes,4,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",97.95,384.5,Yes
9840-DVNDC,Male,0,No,No,6,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",80.5,463.05,Yes
8042-JVNFH,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",71.35,71.35,Yes
4817-QRJSX,Female,0,No,No,10,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",81,818.05,Yes
9985-MWVIX,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.15,70.15,Yes
1415-YFWLT,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.3,89.3,Yes
4548-SDBKE,Female,0,No,No,5,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.2,474.8,Yes
4143-OOBWZ,Male,0,Yes,No,5,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",81.3,416.3,Yes
3422-LYEPQ,Male,0,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",71,71,Yes
2642-DTVCO,Male,1,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.05,746.5,Yes
1363-TXLSL,Male,1,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.3,70.3,Yes
9507-EXLTT,Female,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",79.35,79.35,Yes
9846-GKXAS,Female,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",90.8,809.75,Yes
4581-SSPWD,Female,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.8,246.3,Yes
2968-SSGAA,Female,0,No,No,10,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.6,1060.2,Yes
4844-JJWUY,Female,1,No,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",86,86,Yes
4192-GORJT,Male,0,Yes,No,5,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.45,498.1,Yes
6496-SLWHQ,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105,294.45,Yes
5383-MMTWC,Female,1,Yes,No,8,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84,613.4,Yes
2202-CUYXZ,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",84.85,84.85,Yes
1522-VVDMG,Male,0,Yes,Yes,7,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",89.75,608.8,Yes
5567-WSELE,Male,1,Yes,No,3,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.6,279.55,Yes
3727-RJMEO,Male,0,Yes,No,6,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",82.85,460.25,Yes
5685-IIXLY,Female,0,Yes,Yes,5,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",83.6,404.2,Yes
5095-AESKG,Female,0,Yes,No,3,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",91.5,242.95,Yes
0519-XUZJU,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.75,70.75,Yes
5349-IECLD,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",94.95,178.1,Yes
8775-LHDJH,Female,1,Yes,No,1,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",90.6,90.6,Yes
3097-NQYSN,Male,1,Yes,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",86.85,156.35,Yes
3627-FCRDW,Female,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",71,672.55,Yes
2868-MZAGQ,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.25,79.25,Yes
6379-RXJRQ,Male,0,Yes,No,10,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.1,659.65,Yes
6328-ZPBGN,Female,1,No,No,11,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",95.15,997.65,Yes
2867-UIMSS,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",80.5,80.5,Yes
8111-RKSPX,Male,0,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",72.2,305.55,Yes
4439-JMPMT,Female,0,Yes,Yes,5,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",85.75,470.95,Yes
2446-BEGGB,Female,1,No,No,6,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",98.25,560.6,Yes
3296-SILRA,Female,1,Yes,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",76.4,76.4,Yes
9681-OXGVC,Female,0,No,No,5,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.5,514,Yes
6521-YYTYI,Male,0,No,Yes,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.3,93.3,Yes
1977-STDKI,Female,1,No,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",73,73,Yes
0328-GRPMV,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.1,70.1,Yes
4342-HENTK,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.65,142.35,Yes
6956-SMUCM,Female,0,No,No,3,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99,287.4,Yes
9250-WYPLL,Female,0,No,No,5,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",75.55,413.65,Yes
2754-XBHTB,Female,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",77.65,714.15,Yes
